"name","category","size","duration","format","profile","hdr","bitrate","framerate","resolution","audios","subtitles","audio_langs","subtitle_langs"
"Harry Potter and the Chamber of Secrets (2002) [imdbid-tt0295297] - {Extended Cut} [Bluray-1080p][AC3 5.1][x264]-SOFCJ.mkv","movies","21.17 GiB","02:54:24","AVC","High","-","12000 kb/s","23.976","1920x800","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Edge of Tomorrow (2014) [imdbid-tt1631867] - [Bluray-1080p][AC3 5.1][x264]-Talian.mkv","movies","18.66 GiB","01:53:29","AVC","High","-","-","23.976","1920x800","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1510 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]; [en, SRT]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S02E03 - Finally Got the Name Right [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.28 GiB","00:40:06","HEVC","Main","-","21018 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Fight Club (1999) [imdbid-tt0137523] - [WEBDL-1080p][DTS 5.1][x264].mkv","movies","17.6 GiB","02:19:08","AVC","High","-","13085 kb/s","23.976","1920x800","[ru, DTS, 754 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, DTS, 1510 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, Vorbis, 80 kb/s, 2ch]; [en, Vorbis, 80 kb/s, 2ch]; [en, Vorbis, 80 kb/s, 2ch]; [en, Vorbis, 80 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S02E05 - Blisters and Bedrock [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.52 GiB","00:42:19","HEVC","Main","-","20625 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S02E04 - Paint the Town Blue [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.0 GiB","00:39:06","HEVC","Main","-","20548 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Catch Me If You Can (2002) [imdbid-tt0264464] - {Open Matte} [WEBDL-1080p][DTS 5.1][x264].mkv","movies","10.48 GiB","02:20:44","AVC","Progressive High","-","6000 kb/s","23.976","1920x1080","[ru, DTS, 768 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 160 kb/s, 2ch]; [ru, AC-3, 640 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S02E06 - The Message Hidden Within the Pattern [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.25 GiB","00:39:27","HEVC","Main","-","21274 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S02E08 - Killing Is a Cycle [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.08 GiB","00:40:12","HEVC","Main","-","20226 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S02E09 - The Dirt Under Your Nails [HDTV-2160p][EAC3 5.1][h265].mkv","shows","7.99 GiB","00:50:21","HEVC","Main","-","21307 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S02E01 - Heavy Is the Crown [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.32 GiB","00:40:15","HEVC","Main","-","21051 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S02E02 - Watch It All Burn [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.93 GiB","00:39:31","HEVC","Main","-","20079 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S01E06 - When These Walls Come Tumbling Down [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.72 GiB","00:42:07","HEVC","Main 10","-","18172 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S01E03 - The Base Violence Necessary for Change [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.83 GiB","00:44:15","HEVC","Main 10","-","17574 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S01E05 - Everybody Wants to Be My Enemy [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.41 GiB","00:40:37","HEVC","Main 10","-","17780 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S01E08 - Oil and Water [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.41 GiB","00:40:27","HEVC","Main 10","-","17862 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S01E02 - Some Mysteries Are Better Left Unsolved [HDTV-2160p][EAC3 5.1][h265].mkv","shows","4.71 GiB","00:40:33","HEVC","Main 10","-","15355 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S01E09 - The Monster You Created [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.21 GiB","00:41:07","HEVC","Main 10","-","16863 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S02E07 - Pretend Like Its the First Time [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.47 GiB","00:41:33","HEVC","Main","-","20885 kb/s","24.000","3840x1640","[ru, E-AC-3, 640 kb/s, 6ch, default]; [en, E-AC-3, 768 kb/s, 6ch, default]","[ru, SRT, default|forced]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Arcane (2021) - S01E01 - Welcome to the Playground [HDTV-2160p][EAC3 5.1][h265].mkv","shows","6.12 GiB","00:43:25","HEVC","Main 10","-","18882 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Arcane (2021) - S01E04 - Happy Progress Day! [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.36 GiB","00:40:43","HEVC","Main 10","-","17563 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Chernobyl (2019) - S01E01 - 1-23-45 [Bluray-2160p Remux][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv","shows","24.34 GiB","00:58:54","HEVC","Main 10","Dolby Vision","56342 kb/s","23.976","3840x2160","[en, DTS, 2780 kb/s, 6ch, default]","[en, PGS, default]","en","en"
"Chernobyl (2019) - S01E03 - Open Wide O Earth [Bluray-2160p Remux][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv","shows","25.68 GiB","01:01:47","HEVC","Main 10","Dolby Vision","56383 kb/s","23.976","3840x2160","[en, DTS, 3091 kb/s, 6ch, default]","[en, PGS, default]","en","en"
"Chernobyl (2019) - S01E04 - The Happiness of All Mankind [Bluray-2160p Remux][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv","shows","23.71 GiB","01:04:59","HEVC","Main 10","Dolby Vision","49294 kb/s","23.976","3840x2160","[en, DTS, 2909 kb/s, 6ch, default]","[en, PGS, default]","en","en"
"Chernobyl (2019) - S01E05 - Vichnaya Pamyat [Bluray-2160p Remux][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv","shows","26.16 GiB","01:11:33","HEVC","Main 10","Dolby Vision","49487 kb/s","23.976","3840x2160","[en, DTS, 2813 kb/s, 6ch, default]","[en, PGS, default]","en","en"
"Arcane (2021) - S01E07 - The Boy Savior [HDTV-2160p][EAC3 5.1][h265].mkv","shows","5.49 GiB","00:40:07","HEVC","Main 10","-","18322 kb/s","24.000","3840x2160","[ru, E-AC-3, 640 kb/s, 6ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT, default|forced]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Breaking Bad (2008) - S05E02 - Madrigal [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.42 GiB","00:47:13","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E08 - Gliding Over All [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.44 GiB","00:47:21","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E06 - Buyout [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.45 GiB","00:47:25","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E14 - Ozymandias [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.48 GiB","00:47:13","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E04 - Fifty-One [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.45 GiB","00:47:26","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E01 - Live Free or Die [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","5.84 GiB","00:42:58","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E09 - Blood Money [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.5 GiB","00:47:22","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Chernobyl (2019) - S01E02 - Please Remain Calm [Bluray-2160p Remux][DTS-HD MA 5.1][DV HDR10][HEVC]-FraMeSToR.mkv","shows","27.0 GiB","01:04:56","HEVC","Main 10","Dolby Vision","56537 kb/s","23.976","3840x2160","[en, DTS, 2944 kb/s, 6ch, default]","[en, PGS, default]","en","en"
"Breaking Bad (2008) - S05E05 - Dead Freight [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.53 GiB","00:48:03","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E12 - Rabid Dog [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.49 GiB","00:47:45","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E11 - Confessions [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.51 GiB","00:47:23","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E13 - To'hajiilee [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.35 GiB","00:46:13","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E15 - Granite State [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.34 GiB","00:53:26","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E04 - Down [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.03 GiB","00:47:32","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E16 - Felina [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.58 GiB","00:55:14","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E10 - Buried [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.51 GiB","00:47:23","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]; [en, AC-3, 192 kb/s, 2ch]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E03 - Hazard Pay [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.44 GiB","00:47:47","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S05E07 - Say My Name [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","6.43 GiB","00:47:17","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E05 - Breakage [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.02 GiB","00:47:29","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E07 - Negro y Azul [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.02 GiB","00:47:22","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, ASS, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E12 - Phoenix [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.03 GiB","00:47:32","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, ASS, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E08 - Better Call Saul [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.02 GiB","00:47:30","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E02 - Grilled [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.11 GiB","00:48:05","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E06 - Peekaboo [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.02 GiB","00:47:30","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E11 - Mandala [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.02 GiB","00:47:29","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, ASS, default]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Breaking Bad (2008) - S02E09 - 4 Days Out [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.02 GiB","00:47:29","AVC","High","-","11500 kb/s","23.976","1920x1080","[ru, AC-3, 192 kb/s, 2ch, default]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, E-AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
